,gender,ownsCar,ownsRealty,numChildren,totalIncome,incomeType,eduLvl,famStatus,housingType,occupation,famSize,ageYrs,yrsEmpl,UNEMPLOYED,ApprStatus
672320,F,Y,Y,0,67500,State servant,Higher education,Civil marriage,House / apartment,Core staff,2,33,1,1,0
672330,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,40,3,1,0
672334,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,40,3,1,1
672370,M,Y,Y,1,225000,Working,Higher education,Single / not married,House / apartment,Laborers,2,29,0,1,1
672389,F,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,31,2,1,0
672421,F,N,Y,0,144000,State servant,Higher education,Single / not married,House / apartment,Not identified,1,36,2,1,1
672429,M,Y,N,0,162000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,43,0,1,1
672447,F,N,Y,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,0
672488,F,N,Y,0,135000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Laborers,1,31,1,1,1
672516,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,3,41,9,1,0
672517,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Accountants,2,45,8,1,0
672536,M,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,Security staff,2,56,1,1,0
672686,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,Core staff,2,40,1,1,0
672692,F,Y,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff,2,42,2,1,0
672699,F,N,Y,0,387000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,55,13,1,0
672707,F,N,Y,0,387000,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,55,13,1,1
673067,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,54,0,0,1
673084,F,N,N,0,126000,Working,Secondary / secondary special,Married,Municipal apartment,Not identified,2,43,12,1,1
673263,F,N,Y,0,162000,Commercial associate,Lower secondary,Married,House / apartment,Not identified,2,29,8,1,1
673363,F,N,Y,0,162000,Commercial associate,Lower secondary,Married,House / apartment,Not identified,2,29,8,1,0
673372,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,62,0,0,0
673454,F,N,Y,0,130500,Working,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,58,5,1,1
673505,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,28,0,1,1
673546,M,Y,N,2,234000,State servant,Secondary / secondary special,Married,House / apartment,Laborers,4,29,8,1,1
673563,M,Y,N,2,234000,State servant,Secondary / secondary special,Married,House / apartment,Laborers,4,29,8,1,0
673700,M,N,Y,0,315000,Working,Higher education,Married,House / apartment,Laborers,2,39,5,1,1
673844,F,Y,N,2,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Not identified,4,36,5,1,1
673879,M,Y,Y,1,135000,Working,Higher education,Married,House / apartment,Not identified,3,45,20,1,1
673903,F,N,Y,1,225000,Working,Secondary / secondary special,Married,With parents,Cleaning staff,3,28,0,1,1
673935,F,N,Y,1,225000,Working,Secondary / secondary special,Married,With parents,Cleaning staff,3,28,0,1,0
673962,F,N,Y,0,225000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,47,0,1,0
673992,F,N,Y,0,225000,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,47,0,1,1
674022,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,With parents,Not identified,2,40,4,1,1
674050,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,With parents,Not identified,2,40,4,1,0
674053,M,Y,Y,0,162000,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,37,0,1,0
674061,F,N,Y,3,37800,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,5,36,0,0,1
674092,F,N,Y,3,37800,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,5,36,0,0,0
674101,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Secretaries,2,55,21,1,1
674334,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Secretaries,2,55,21,1,0
674345,F,Y,N,0,60750,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,51,0,0,1
674365,F,N,N,2,121500,Working,Secondary / secondary special,Married,With parents,Medicine staff,4,28,1,1,0
674372,F,N,N,2,121500,Working,Secondary / secondary special,Married,With parents,Medicine staff,4,28,1,1,1
776516,M,N,Y,0,135000,State servant,Higher education,Single / not married,Municipal apartment,Core staff,1,30,5,1,0
674397,F,N,Y,0,135000,State servant,Higher education,Single / not married,Municipal apartment,Core staff,1,30,5,1,1
674418,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,29,9,1,1
674488,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,29,9,1,0
674581,F,Y,Y,0,202500,Working,Higher education,Single / not married,House / apartment,Laborers,1,50,4,1,0
674639,F,Y,Y,0,202500,Working,Higher education,Single / not married,House / apartment,Laborers,1,50,4,1,1
674646,F,N,Y,1,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,28,3,1,1
674758,F,N,Y,1,252000,State servant,Higher education,Married,House / apartment,Core staff,3,34,10,1,0
674863,F,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,41,22,1,1
674967,F,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,41,22,1,0
675111,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,Not identified,3,48,0,1,0
675121,F,Y,Y,1,157500,Commercial associate,Higher education,Married,House / apartment,Not identified,3,48,0,1,1
675143,F,Y,Y,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,58,0,0,1
675155,M,Y,Y,0,225000,Working,Secondary / secondary special,Separated,House / apartment,Drivers,1,38,4,1,1
675256,M,Y,Y,5,202500,Working,Secondary / secondary special,Married,Co-op apartment,Managers,7,32,7,1,1
675297,M,Y,Y,5,202500,Working,Secondary / secondary special,Married,Co-op apartment,Managers,7,32,7,1,0
675377,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,57,1,1,0
675379,M,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,38,2,1,1
675428,F,N,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1,32,3,1,0
675470,F,N,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,1,32,3,1,1
675530,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,Not identified,1,40,0,0,0
675548,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,Core staff,2,39,19,1,0
675549,F,N,Y,0,121500,State servant,Higher education,Married,House / apartment,Secretaries,2,26,6,1,0
675573,F,N,Y,1,337500,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,41,4,1,0
675622,F,N,Y,1,140850,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,30,0,1,0
675669,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Not identified,1,27,0,1,1
675695,F,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,48,4,1,1
675754,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,33,2,1,0
675786,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,2,36,6,1,1
675895,M,Y,Y,2,265500,Working,Higher education,Married,House / apartment,Laborers,4,32,5,1,1
675975,M,Y,Y,2,265500,Working,Higher education,Married,House / apartment,Laborers,4,32,5,1,0
676004,F,Y,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,3,37,2,1,1
676040,F,Y,Y,1,126000,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,3,37,2,1,0
676118,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,1,51,10,1,1
676194,M,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,With parents,Cooking staff,2,25,1,1,0
676202,M,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,With parents,Cooking staff,2,25,1,1,1
676237,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,53,8,1,0
676261,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Not identified,2,53,8,1,1
676437,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,45,8,1,0
676477,M,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,45,8,1,1
676570,F,Y,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,47,3,1,1
676629,M,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Low-skill Laborers,1,42,1,1,1
676826,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,With parents,Drivers,1,43,8,1,0
676903,F,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,44,5,1,0
676951,F,N,Y,1,157500,Working,Incomplete higher,Single / not married,With parents,Core staff,2,32,1,1,1
676989,M,Y,Y,0,220500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,1
677095,M,Y,Y,0,220500,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,64,0,0,0
677149,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,53,4,1,1
677184,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,53,4,1,0
677193,M,Y,Y,0,195750,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,2,1,1
677265,M,N,N,0,180000,Working,Secondary / secondary special,Single / not married,Office apartment,Laborers,1,46,2,1,0
677280,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,42,0,1,1
677312,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,42,0,1,0
677315,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,40,10,1,0
677321,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Realty agents,2,47,3,1,0
677417,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Laborers,3,31,3,1,1
677432,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,Laborers,3,31,3,1,0
677519,F,Y,Y,0,99000,Pensioner,Higher education,Single / not married,House / apartment,Not identified,1,51,0,0,1
677678,F,N,Y,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,21,1,1
677764,F,N,Y,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,49,21,1,0
677842,F,Y,N,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,66,0,0,1
677931,F,Y,N,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,Not identified,2,66,0,0,0
677944,F,Y,Y,1,184500,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,44,3,1,0
677962,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,Accountants,2,38,3,1,1
677974,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,Accountants,2,38,3,1,0
678090,M,Y,N,0,225000,Working,Incomplete higher,Civil marriage,House / apartment,Security staff,2,30,1,1,0
678101,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,Sales staff,2,44,7,1,1
678106,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Private service staff,2,31,4,1,0
678124,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Private service staff,2,31,4,1,1
678175,M,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Security staff,2,58,1,1,0
678220,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Not identified,1,62,0,0,1
678407,F,N,N,0,135000,Working,Secondary / secondary special,Widow,Municipal apartment,Not identified,1,52,9,1,1
678441,M,Y,N,1,360000,State servant,Higher education,Married,Office apartment,Managers,3,42,7,1,0
678457,F,N,Y,1,112500,Working,Secondary / secondary special,Widow,House / apartment,Private service staff,2,39,8,1,0
678507,F,N,Y,1,112500,Working,Secondary / secondary special,Widow,House / apartment,Private service staff,2,39,8,1,1
678647,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,Core staff,3,25,0,1,0
678653,M,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,33,11,1,1
678944,F,N,N,0,117000,State servant,Secondary / secondary special,Single / not married,House / apartment,HR staff,1,25,2,1,0
678962,F,N,N,0,117000,State servant,Secondary / secondary special,Single / not married,House / apartment,HR staff,1,25,2,1,1
678977,M,N,Y,2,225000,State servant,Higher education,Married,House / apartment,Not identified,4,36,12,1,0
678992,M,N,Y,2,225000,State servant,Higher education,Married,House / apartment,Not identified,4,36,12,1,1
679170,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,59,0,1,0
679218,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,59,0,1,1
679239,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,38,3,1,0
679275,F,N,Y,1,108000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,38,2,1,1
679339,F,Y,Y,1,135000,Working,Secondary / secondary special,Married,Rented apartment,Accountants,3,43,4,1,1
679395,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Drivers,1,41,2,1,1
679432,F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,66,5,1,1
679736,F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,66,5,1,0
679740,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,42,5,1,0
679772,F,N,Y,0,90000,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,1,42,5,1,1
679803,F,N,Y,0,90000,Working,Higher education,Married,House / apartment,Medicine staff,2,32,0,1,0
679806,F,N,Y,0,90000,Working,Higher education,Married,House / apartment,Medicine staff,2,32,0,1,1
679848,F,N,Y,1,90000,Commercial associate,Higher education,Married,House / apartment,Core staff,3,27,1,1,1
679852,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,54,7,1,1
680040,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,54,7,1,0
680395,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,52,9,1,1
680462,F,Y,Y,0,90000,Pensioner,Higher education,Married,House / apartment,Not identified,2,59,0,0,0
680499,F,Y,Y,0,90000,Pensioner,Higher education,Married,House / apartment,Not identified,2,59,0,0,1
680649,F,N,Y,1,36000,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,34,3,1,0
680662,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,45,16,1,0
